upi,district,sector,land_use,zoning,area_m2,distance_to_cbd_km,distance_to_paved_road_m,slope_deg,amenities_score
3/02/05/01/2422,Musanze,SectorB,Commercial,R3,462,11.061735420065544,166.3978393227929,6.7017174454706705,0.847827221390651
3/03/05/01/2423,Kicukiro,SectorB,Agricultural,C1,1164,8.814691294196608,83.17847701268192,0.5518337507824617,0.852216873178256
3/04/05/01/2424,Rubavu,SectorA,Residential,R2,920,7.054720005906983,219.07140028855267,8.951648938964166,0.4362969461659888
3/05/05/01/2425,Nyarugenge,SectorC,Commercial,R2,658,13.45614637399957,121.54174821295888,10.764879092065609,0.9516517625877434
3/06/05/01/2426,Musanze,SectorC,Commercial,C1,1224,11.154348057569806,152.09421666355362,9.127366298454252,0.9182192546040409
3/07/05/01/2427,Nyarugenge,SectorA,Commercial,C2,434,2.6367900104582795,232.27143282982559,12.989489302512307,0.9557894322271412
3/08/05/01/2428,Gasabo,SectorD,Residential,R3,1337,7.872951315808631,61.153907366292486,5.226339716836396,0.7743444198675984
3/09/05/01/2429,Musanze,SectorC,Commercial,A1,646,3.489703101581091,77.53683800964643,0.2632134423397553,0.7760412796280856
3/00/05/01/2430,Huye,SectorC,Commercial,C2,979,9.349272647705593,113.00627887049097,6.567387174516071,0.6543364026187266
3/01/05/01/2431,Rubavu,SectorC,Commercial,A1,1004,7.303912760103571,141.0010457341295,7.040730758738929,0.9051775710578538
3/02/05/01/2432,Huye,SectorD,Agricultural,R3,280,1.599236904953493,224.47755721700227,7.292470326804731,0.4541980516385021
3/03/05/01/2433,Gasabo,SectorC,Mixed-use,C1,420,11.179298209139304,297.8933386794658,9.765766754669201,0.373968274883116
3/04/05/01/2434,Musanze,SectorB,Residential,R3,587,10.543778581159684,84.25699646520914,12.227748484391292,0.48733812044744024
3/05/05/01/2435,Huye,SectorB,Commercial,C1,1187,4.747944150653847,20.621961133140736,8.925126325450483,0.3162208935630436
3/06/05/01/2436,Huye,SectorA,Mixed-use,C1,563,7.6637627680476585,234.9121631890769,3.5273335501262553,0.8028975044674873
3/07/05/01/2437,Rubavu,SectorB,Residential,C1,442,6.712198337975763,294.633366701759,5.693904657336598,0.7109003192819405
3/08/05/01/2438,Musanze,SectorB,Agricultural,R1,670,7.288586757487607,207.71623931980324,8.091370065665627,0.5986863474355502
3/09/05/01/2439,Gasabo,SectorA,Commercial,R3,800,2.546081198322031,144.11818460545,3.6573577890060727,0.47927758919526564
3/00/05/01/2440,Kicukiro,SectorC,Mixed-use,R1,346,8.425749631655647,122.0388815225082,8.025438191531759,0.7026345827852423
3/01/05/01/2441,Musanze,SectorB,Commercial,R2,339,14.661050708817605,114.50193106131469,0.3384247613599145,0.3181147941097271
3/02/05/01/2442,Gasabo,SectorA,Agricultural,C2,1321,11.598462797176827,166.31677052964605,4.182757951301471,0.8900594832491655
3/03/05/01/2443,Nyarugenge,SectorC,Agricultural,C1,1103,11.502328429270403,225.42108572617246,14.35853417226041,0.5892936738415939
3/04/05/01/2444,Gasabo,SectorD,Agricultural,R2,1054,4.216285157659399,36.65900483983444,2.094575988448684,0.6100671735473866
3/05/05/01/2445,Rubavu,SectorC,Residential,C2,283,8.571368991173058,34.16699074082703,4.777444698958179,0.6220207389396789
3/06/05/01/2446,Huye,SectorA,Agricultural,C2,644,5.170868720369489,194.51507220412526,7.5278057042497695,0.4876611209993995
3/07/05/01/2447,Gasabo,SectorD,Agricultural,C1,1391,6.286979361668359,288.5829023692181,4.88472729759507,0.9868189773983704
3/08/05/01/2448,Rubavu,SectorA,Agricultural,R2,711,7.650234597907864,119.59677457024398,5.138088442644115,0.217481101766223
3/09/05/01/2449,Nyarugenge,SectorB,Residential,A1,548,3.0359200273361577,179.39072636370807,13.383462899233074,0.7600272327718844
3/00/05/01/2450,Kicukiro,SectorB,Residential,R1,1482,5.97886650530298,131.43777873525107,12.136908380371326,0.2709089871144741
3/01/05/01/2451,Rubavu,SectorD,Commercial,C1,1238,8.20982996618966,146.57807825629624,9.07064690831088,0.5835569829896047
3/02/05/01/2452,Rubavu,SectorA,Agricultural,R1,1081,12.896370194035253,244.5789712118965,2.740696103449257,0.6751009802921769
3/03/05/01/2453,Kicukiro,SectorD,Mixed-use,C1,1235,3.418565044167538,256.5265086676043,2.1003853420482836,0.5206499554525998
3/04/05/01/2454,Huye,SectorA,Agricultural,A1,828,14.177102891334068,223.10417778932026,8.116543746812267,0.946093613736267
3/05/05/01/2455,Kicukiro,SectorB,Agricultural,A1,673,1.672355426398784,103.69454888516955,10.426079279017738,0.833640632360233
3/06/05/01/2456,Gasabo,SectorC,Commercial,R3,668,13.695370101350276,237.86594282636514,10.684900290620073,0.3881106464158163
3/07/05/01/2457,Gasabo,SectorA,Commercial,C1,992,7.902216463813126,209.73840401153848,14.281523035656331,0.4362449667528253
3/08/05/01/2458,Huye,SectorD,Agricultural,C2,1463,8.869093925919081,298.0776389033436,6.835700477352425,0.771154168965902
3/09/05/01/2459,Gasabo,SectorA,Residential,R1,808,5.695239988313348,113.73661507991689,10.141569648812377,0.6232170724476194
3/00/05/01/2460,Kicukiro,SectorC,Residential,R2,316,4.523511654044344,109.79447761249827,2.3094149115663933,0.7525783153831751
3/01/05/01/2461,Nyarugenge,SectorD,Residential,R1,1228,14.1970460507153,165.29411673697552,2.259873479833774,0.9029047409384059
3/02/05/01/2462,Musanze,SectorA,Mixed-use,R1,811,13.980572764310867,297.03081068158485,8.719240979415893,0.28710529282493263
3/03/05/01/2463,Nyarugenge,SectorB,Agricultural,R2,661,2.366365557882369,219.73120301821487,14.534110657613995,0.6556663662264742
3/04/05/01/2464,Kicukiro,SectorC,Commercial,R1,1111,11.251363502882448,99.7008441125154,3.979861050970008,0.7218553612428409
3/05/05/01/2465,Nyarugenge,SectorA,Commercial,C2,984,12.127623662460575,72.64909034075791,2.3825654307302346,0.8259515275991001
3/06/05/01/2466,Musanze,SectorD,Commercial,C1,215,12.41970728142252,245.1166612215083,12.730318903243992,0.335372720111593
3/07/05/01/2467,Gasabo,SectorA,Commercial,R2,769,4.431764062363105,222.65622963814906,6.825024277919588,0.9890107716422178
3/08/05/01/2468,Nyarugenge,SectorA,Mixed-use,R3,1071,11.283282209864064,150.99126412592634,0.2709995264379622,0.6868652783005161
3/09/05/01/2469,Huye,SectorB,Commercial,A1,802,14.309547115299154,37.113831760763276,0.4937065299176052,0.6863657470480362
3/00/05/01/2470,Kicukiro,SectorA,Residential,A1,238,4.69298176879542,211.67664922970764,14.27599663536639,0.7679061510210519
3/01/05/01/2471,Kicukiro,SectorA,Agricultural,C2,1037,9.494749087587762,102.63081609221184,7.653867318001347,0.30417130266296477
3/02/05/01/2472,Nyarugenge,SectorD,Commercial,R2,1361,7.8391909599405425,247.68277041985888,4.1809051009068625,0.6181147465049193
3/03/05/01/2473,Rubavu,SectorA,Residential,R2,841,12.965434183504223,28.15526521773739,10.79680893702427,0.4780639234860002
3/04/05/01/2474,Nyarugenge,SectorA,Mixed-use,R1,1453,12.691766286804857,61.7930671868404,10.64104154578997,0.24912526651289735
3/05/05/01/2475,Rubavu,SectorD,Agricultural,A1,537,3.7891701971836484,272.70395291735883,1.4469015568465449,0.885484737100507
3/06/05/01/2476,Kicukiro,SectorC,Residential,C2,1435,13.294893439175809,49.752575172198526,11.43054826961739,0.7445588768644613
3/07/05/01/2477,Kicukiro,SectorA,Residential,C2,695,8.957056554100845,206.32287395616805,1.2809653820262161,0.7012026458128771
3/08/05/01/2478,Huye,SectorC,Commercial,R1,274,4.539612232737564,108.56749042925527,13.276261790601698,0.9639064310140404
3/09/05/01/2479,Musanze,SectorD,Agricultural,R1,452,3.5576450887027855,41.35019856078704,0.8964991146201934,0.2141719276071754
3/00/05/01/2480,Rubavu,SectorC,Commercial,C1,1377,14.982125563527996,286.15036129948413,9.826634560720596,0.5716596536322027
3/01/05/01/2481,Musanze,SectorB,Residential,C1,465,6.578318259446647,283.0811919876615,5.129684840034561,0.3222298189147737
3/02/05/01/2482,Rubavu,SectorA,Residential,C2,1430,14.853697078547578,76.76791649435255,12.572880521753762,0.5762590604367837
3/03/05/01/2483,Musanze,SectorD,Agricultural,R3,844,5.573493453333171,76.6583531873867,9.133006419438496,0.9203242548520538
3/04/05/01/2484,Gasabo,SectorD,Commercial,R2,364,11.384966632455846,279.5969243101736,2.4827960340736444,0.3154010512932732
3/05/05/01/2485,Huye,SectorC,Residential,C1,1276,9.385532908534257,58.212031818146045,7.19420631246125,0.7264740487517343
3/06/05/01/2486,Musanze,SectorB,Agricultural,A1,235,12.233638944107819,190.66195634168466,11.819554011123957,0.75742581885174
3/07/05/01/2487,Rubavu,SectorB,Mixed-use,R1,1040,1.6444639059840598,296.0988012287395,3.955473831766004,0.30129689735261844
3/08/05/01/2488,Musanze,SectorD,Agricultural,C1,716,9.04584485487283,127.59019835895695,1.7664598841492773,0.46422960999368823
3/09/05/01/2489,Gasabo,SectorC,Commercial,C2,1168,1.1608945748695259,230.18519262981667,11.100794950136773,0.864260544475761
3/00/05/01/2490,Musanze,SectorB,Agricultural,C1,1471,5.359268716674534,10.979710673550517,11.524139216992838,0.5208078558183735
3/01/05/01/2491,Nyarugenge,SectorA,Residential,C2,502,4.233858224799331,168.95989113756787,12.11840035401757,0.4056679726429782
3/02/05/01/2492,Nyarugenge,SectorB,Residential,C2,224,2.0917596618597667,172.36527922283602,6.436091511825048,0.21409320571288584
3/03/05/01/2493,Huye,SectorD,Commercial,C1,815,12.939274391841266,56.271281588877535,3.3383056459150646,0.5899289423122323
3/04/05/01/2494,Rubavu,SectorC,Commercial,C2,1437,2.7864323164119797,56.64799382824987,2.508506750491131,0.6688047624276956
3/05/05/01/2495,Nyarugenge,SectorB,Mixed-use,R2,374,3.4608151406644505,191.18538438130057,1.8486950426926763,0.5930486140101583
3/06/05/01/2496,Gasabo,SectorD,Commercial,A1,401,3.2592272012076107,203.06034642337153,12.133639441346642,0.9264595220236729
3/07/05/01/2497,Gasabo,SectorD,Commercial,C2,378,9.497235779734853,41.31091675396481,7.073920084151906,0.701869688340256
3/08/05/01/2498,Musanze,SectorA,Commercial,R1,1176,8.190277869170068,200.29282156114374,8.274042989761409,0.41921657392192624
3/09/05/01/2499,Gasabo,SectorA,Mixed-use,A1,747,3.4727279643442808,110.70526393386804,9.799353671392252,0.3871971830325023
3/00/05/01/2500,Nyarugenge,SectorD,Agricultural,C2,737,13.878274187453373,132.07135087990002,3.052426508104669,0.6445312585190288
3/01/05/01/2501,Gasabo,SectorC,Agricultural,C2,1299,13.051128458042385,7.826892875380909,14.496289752068977,0.4731298021019587
3/02/05/01/2502,Huye,SectorD,Agricultural,R3,1171,9.541112161837425,189.74554393402792,13.1728626611399,0.7032457396174607
3/03/05/01/2503,Musanze,SectorB,Commercial,R2,676,2.2610340812564758,298.98561875658777,8.272959793984244,0.7603819757521135
3/04/05/01/2504,Rubavu,SectorB,Agricultural,R2,990,3.329872131042438,91.2499123774251,2.280895916670485,0.8337727230438199
3/05/05/01/2505,Musanze,SectorB,Agricultural,C2,1284,9.955749297131854,125.26297140755553,10.12141250574771,0.516462331756899
3/06/05/01/2506,Kicukiro,SectorA,Commercial,A1,1011,11.241358613760141,175.679746358051,3.562150425084361,0.4097372413932924
3/07/05/01/2507,Huye,SectorC,Residential,A1,1343,12.056224083456998,276.8545782430483,1.7860650110177874,0.3305119009823064
3/08/05/01/2508,Musanze,SectorB,Agricultural,C1,1137,5.537697812652476,30.85256624590679,9.245700392232512,0.4054553326445219
3/09/05/01/2509,Kicukiro,SectorA,Mixed-use,R2,710,2.4686614088903585,262.272570593943,7.749907437029105,0.5081125890492637
3/00/05/01/2510,Rubavu,SectorD,Agricultural,C2,319,1.2937619480082445,145.02120654563245,13.967371366659334,0.515872799812017
3/01/05/01/2511,Rubavu,SectorB,Residential,R1,956,14.088065119533073,92.25271090786484,3.627216285557291,0.22849829260327895
3/02/05/01/2512,Musanze,SectorD,Agricultural,R1,1401,12.322391206295675,84.43179335893839,13.230816064181527,0.24396629972005313
3/03/05/01/2513,Gasabo,SectorC,Residential,R1,688,11.947919997154845,54.13704377489979,0.7336773791773055,0.5164135544860458
3/04/05/01/2514,Huye,SectorB,Commercial,R2,580,9.00992846031495,43.31838375813285,12.610222629263733,0.8295677463713576
3/05/05/01/2515,Gasabo,SectorD,Mixed-use,C1,421,13.306447606270595,195.10699558681247,5.577014965759319,0.6944178229452099
3/06/05/01/2516,Rubavu,SectorD,Mixed-use,R3,1461,6.698151091322513,174.30386477985238,6.422022670666417,0.4108595905611071
3/07/05/01/2517,Musanze,SectorA,Residential,C1,393,10.10236854222738,173.161147691678,10.554284910325316,0.4562069316103863
3/08/05/01/2518,Musanze,SectorD,Residential,R2,798,1.4362729448070464,85.04029905559706,3.2731961571210655,0.23970468854290497
3/09/05/01/2519,Musanze,SectorD,Commercial,R1,944,6.617219994563685,131.80449439337332,2.222665954942105,0.2380380871049308
3/00/05/01/2520,Nyarugenge,SectorC,Commercial,R1,814,6.134031009281143,138.36258835034056,2.354675926959842,0.7457121383130414
3/01/05/01/2521,Nyarugenge,SectorA,Agricultural,R2,479,7.466870107748924,48.86629889777673,10.857430227344176,0.3494147330160071
3/02/05/01/2522,Nyarugenge,SectorB,Residential,R3,652,10.920449340769363,14.708685101707081,4.442614719024036,0.8967365286799189
3/03/05/01/2523,Nyarugenge,SectorC,Commercial,R2,315,10.752489423051365,281.330500091292,3.5594141549272655,0.35156516249198133
3/04/05/01/2524,Kicukiro,SectorD,Agricultural,C2,838,7.6067275388042255,216.43381089102792,13.14459044500191,0.4177750406718206
3/05/05/01/2525,Huye,SectorA,Commercial,R1,529,6.577647808979939,150.9103373124455,9.441966152648867,0.6039025296178673
3/06/05/01/2526,Huye,SectorA,Agricultural,C1,293,13.265956985576102,160.1077088429862,13.339350331079334,0.46386226353990345
3/07/05/01/2527,Musanze,SectorA,Mixed-use,R2,866,11.013210056868175,287.34643309252954,10.364612267273458,0.9095471437673628
3/08/05/01/2528,Huye,SectorB,Commercial,A1,466,10.952258786169594,154.79429939052156,9.387991644230521,0.7604055965431042
3/09/05/01/2529,Gasabo,SectorC,Agricultural,C1,221,7.759688619623708,258.6194453523667,7.385515913779948,0.6418586949243995
3/00/05/01/2530,Gasabo,SectorD,Commercial,A1,1299,14.39222574871362,298.1458684365759,13.740008138937645,0.26790139585291517
3/01/05/01/2531,Musanze,SectorC,Agricultural,C1,1435,14.081243565355019,48.579850225919415,12.144784981056777,0.8585679537445088
3/02/05/01/2532,Musanze,SectorD,Residential,A1,650,6.957443027212365,126.98747204168666,6.642874643691286,0.2658175125409652
3/03/05/01/2533,Gasabo,SectorB,Mixed-use,R2,1263,13.889983729962735,216.16677404643247,11.05660470604955,0.8351962486954261
3/04/05/01/2534,Nyarugenge,SectorD,Residential,R1,1476,10.777519443173189,127.94216812629902,10.74539678566462,0.9206357602102955
3/05/05/01/2535,Kicukiro,SectorD,Residential,R3,649,1.7912047414328724,204.91376355657377,4.923026258064262,0.5742210119888278
3/06/05/01/2536,Gasabo,SectorB,Agricultural,C1,687,6.428964204249305,75.73502295899401,5.586401267639523,0.2888371098335187
3/07/05/01/2537,Huye,SectorD,Agricultural,C1,843,8.658548010689184,162.20126280905654,0.5325505307794853,0.9606728273832892
3/08/05/01/2538,Gasabo,SectorC,Residential,C2,566,8.508319486559532,269.9300178661183,12.158736507158114,0.4579768902769077
3/09/05/01/2539,Musanze,SectorD,Residential,R3,286,3.23244136901474,154.2918000476795,1.2782113035265636,0.23721479707605495
3/00/05/01/2540,Rubavu,SectorB,Commercial,C1,461,6.084677448957937,258.1880418109653,12.370228262500753,0.26281471176096194
3/01/05/01/2541,Rubavu,SectorA,Residential,C1,1453,6.691946048609951,157.61624572846787,2.922061196895314,0.688734862013809
3/02/05/01/2542,Huye,SectorB,Commercial,R1,278,11.235511450054336,75.10905440050573,6.537192616637311,0.3189015075491269
3/03/05/01/2543,Gasabo,SectorB,Agricultural,C1,1455,4.1877819879615625,269.2931959257898,5.123268477826576,0.44744613238823816
3/04/05/01/2544,Musanze,SectorA,Residential,C2,1424,9.69766458295769,164.27370539182684,10.65380375761074,0.4553057946536485
3/05/05/01/2545,Rubavu,SectorC,Commercial,C2,1246,5.273731532171733,62.80726223500881,13.890641193706607,0.2843589110010354
3/06/05/01/2546,Gasabo,SectorA,Mixed-use,R2,1236,11.917796134270436,202.90302248255514,10.976099603784078,0.8494486155513559
3/07/05/01/2547,Huye,SectorB,Commercial,C1,296,14.492907909828249,290.15366999713024,5.666989893030659,0.6718735295105747
3/08/05/01/2548,Musanze,SectorD,Residential,R1,566,3.5020818088825654,29.29221624500697,13.222965720630091,0.9322223831302676
3/09/05/01/2549,Musanze,SectorA,Agricultural,A1,898,5.619020291794647,263.7618189396656,1.6136805407079406,0.2303857767681562
3/00/05/01/2550,Gasabo,SectorC,Mixed-use,R3,663,8.19008362978448,57.34661350327934,8.482294250012549,0.5512346083755624
3/01/05/01/2551,Huye,SectorC,Agricultural,R2,1192,11.229290704164793,292.2262680123688,7.043655726385442,0.7058946655316902
3/02/05/01/2552,Huye,SectorC,Agricultural,A1,346,2.8141012971771158,37.9299085114945,6.887594125069508,0.7271098126135458
3/03/05/01/2553,Nyarugenge,SectorA,Residential,R3,816,6.083446488533717,62.32468714825262,5.476273162603052,0.3716433661142328
3/04/05/01/2554,Kicukiro,SectorD,Commercial,R2,357,4.185868424478122,54.25143168281143,0.2940513134283024,0.38247021467779413
3/05/05/01/2555,Musanze,SectorA,Commercial,R3,440,9.11853837518898,118.19939404992557,1.4037801160613932,0.5198931704292753
3/06/05/01/2556,Nyarugenge,SectorC,Residential,R2,612,11.835728347736746,236.4794143150189,3.4225100157087667,0.3540278541790187
3/07/05/01/2557,Rubavu,SectorD,Commercial,C1,350,10.660281922413947,82.86756091892853,0.9961296580394169,0.21148104766823483
3/08/05/01/2558,Musanze,SectorA,Commercial,C1,548,6.017631341713432,11.095246220062318,1.453626520167166,0.4324025977588953
3/09/05/01/2559,Kicukiro,SectorC,Agricultural,C1,898,3.962614582891341,55.79561562895001,1.0084295335621574,0.7370638539092722
3/00/05/01/2560,Nyarugenge,SectorB,Mixed-use,R2,1107,7.018486043230621,217.22433146237472,8.398675293671195,0.9945368665552352
3/01/05/01/2561,Gasabo,SectorC,Residential,C2,1460,12.029664634596955,199.21534219466233,7.7138141859296265,0.2717426053275041
3/02/05/01/2562,Kicukiro,SectorA,Mixed-use,C2,445,4.067110699345412,22.986657270061894,8.183014148739227,0.7532776912816079
3/03/05/01/2563,Nyarugenge,SectorB,Commercial,R2,1425,2.91904219759662,155.7535742660651,0.852629260223739,0.3653288057845725
3/04/05/01/2564,Gasabo,SectorC,Agricultural,C2,234,14.639811367391244,249.4517234389672,1.9739111557726523,0.9374382052028072
3/05/05/01/2565,Huye,SectorA,Agricultural,C2,1215,10.232715496015,22.478293457919623,14.364065566742564,0.3182273067826542
3/06/05/01/2566,Nyarugenge,SectorA,Agricultural,R2,251,3.3902490655826947,261.74664014288413,6.295423852493957,0.7236612113393108
3/07/05/01/2567,Kicukiro,SectorB,Commercial,C2,413,11.347440004522493,93.0383067741848,6.721962898121516,0.45968256275674513
3/08/05/01/2568,Kicukiro,SectorD,Agricultural,C1,1203,12.152406390977278,21.42151308657874,14.984144429707767,0.7559413571520819
3/09/05/01/2569,Kicukiro,SectorA,Commercial,R3,1068,4.585498846446384,70.62161948916018,2.998562185872589,0.7896992582507174
3/00/05/01/2570,Rubavu,SectorD,Agricultural,R2,283,10.50409724719719,234.8338922389852,7.513941066247582,0.49106616821470833
3/01/05/01/2571,Gasabo,SectorC,Residential,R3,775,14.695476926216639,64.8937512437686,1.6639761489643468,0.8006645000754944
3/02/05/01/2572,Gasabo,SectorC,Residential,R3,816,1.4238794186357662,93.6663461080316,11.959866951003756,0.7383858458189185
3/03/05/01/2573,Gasabo,SectorC,Agricultural,R2,282,11.811169227399512,278.3309347235101,0.946952404866796,0.7022056618092773
3/04/05/01/2574,Nyarugenge,SectorA,Mixed-use,C2,960,2.7930991257883098,8.58966188769978,9.453582185743565,0.4872180933520689
3/05/05/01/2575,Gasabo,SectorA,Agricultural,R1,1108,2.59118356692588,227.28119063676476,10.736815445194413,0.32279760146056413
3/06/05/01/2576,Gasabo,SectorD,Commercial,R2,1083,7.630670494571413,95.22030108993182,13.969584684553315,0.3753598427115237
3/07/05/01/2577,Gasabo,SectorC,Mixed-use,C2,846,1.8175471368281546,69.31486706692189,14.422063267871238,0.6274915430875034
3/08/05/01/2578,Huye,SectorB,Commercial,A1,884,4.860816600228296,152.28860334310068,4.679979216137756,0.937221485118032
3/09/05/01/2579,Huye,SectorD,Agricultural,C1,328,5.327880091551157,207.86575964807105,8.536957540686618,0.49966368554798823
3/00/05/01/2580,Musanze,SectorC,Mixed-use,R1,243,12.963071292454806,171.36410783931888,9.736429104561319,0.44579380059965934
3/01/05/01/2581,Nyarugenge,SectorD,Mixed-use,C1,1353,14.54029677190473,285.238465758683,14.757585128111618,0.8931590245074115
3/02/05/01/2582,Gasabo,SectorA,Commercial,C2,1341,3.390961422950025,67.22038406150055,11.459332954652066,0.7653553312132786
3/03/05/01/2583,Huye,SectorD,Agricultural,C1,1351,6.517587369178198,181.55850714524558,5.611586059747583,0.49995817379093116
3/04/05/01/2584,Gasabo,SectorA,Commercial,C1,1042,1.0174081441254281,230.85591878653875,11.096924889867882,0.2077847681244184
3/05/05/01/2585,Gasabo,SectorA,Residential,C1,514,4.782866686257844,230.63428622029406,2.751411234186845,0.7389879419925212
3/06/05/01/2586,Gasabo,SectorD,Mixed-use,R3,1246,7.188386518025933,61.708441335483855,6.749393645529143,0.3257302583934
3/07/05/01/2587,Musanze,SectorD,Residential,A1,1165,2.1125730469224773,285.3241020923995,10.545953064562735,0.9592896429821913
3/08/05/01/2588,Kicukiro,SectorB,Commercial,C1,731,12.280301506269716,187.03100260074194,2.0307306496418405,0.49919949362047683
3/09/05/01/2589,Nyarugenge,SectorA,Commercial,R1,203,4.992740476272096,45.23506169464324,11.385831145658964,0.9437322130403587
3/00/05/01/2590,Huye,SectorB,Residential,C1,1129,3.1431874637797153,292.1733244659481,5.464940770928922,0.7025923407538102
3/01/05/01/2591,Musanze,SectorA,Agricultural,R3,562,14.925272184211561,199.42265589630568,11.910886973591028,0.22209284580981611
3/02/05/01/2592,Huye,SectorB,Residential,C2,244,11.835451197524943,138.85594141157767,13.234042748542521,0.31832890907642303
3/03/05/01/2593,Huye,SectorD,Mixed-use,A1,780,14.853885945607956,39.171224210704075,1.949323561153815,0.3042592908480969
3/04/05/01/2594,Nyarugenge,SectorA,Agricultural,C2,814,13.035854434866414,68.34202462515317,6.072482937747527,0.98524355017843
3/05/05/01/2595,Rubavu,SectorA,Residential,C2,1148,7.4677315593297395,270.7306900555855,13.59795948179234,0.8575339044710095
3/06/05/01/2596,Nyarugenge,SectorB,Commercial,C2,1167,4.256310385660626,106.15627984751008,1.0644694992830321,0.4654220072037178
3/07/05/01/2597,Musanze,SectorC,Agricultural,R1,690,10.20813467505586,245.4329957540022,8.638661375529555,0.20371853514022453
3/08/05/01/2598,Gasabo,SectorB,Commercial,R1,1014,5.634060703764541,215.22321840775496,7.667408940619752,0.32828728448312017
3/09/05/01/2599,Nyarugenge,SectorD,Agricultural,A1,601,11.918820907475737,289.13152157555015,7.477611997861521,0.6926684123715457
3/00/05/01/2600,Kicukiro,SectorD,Residential,C2,1422,10.319765673034885,18.906095939598387,2.0360629689137086,0.3526252560732509
3/01/05/01/2601,Nyarugenge,SectorA,Commercial,R3,861,6.065303152496862,298.2812685461116,1.6675399913076183,0.6721721885028856
3/02/05/01/2602,Nyarugenge,SectorD,Agricultural,C2,855,10.013860839361655,39.45963345957619,5.606002752472011,0.3110733140383882
3/03/05/01/2603,Nyarugenge,SectorC,Residential,C1,820,10.131591248829617,154.57784339632934,2.249565891952458,0.46375590936404143
3/04/05/01/2604,Musanze,SectorB,Residential,A1,608,10.691575454342665,140.49482130243024,2.0284298117707844,0.4518406609072294
3/05/05/01/2605,Huye,SectorC,Commercial,R1,1022,9.981979799322493,20.092056687900033,7.202851159830418,0.41442637276151406
3/06/05/01/2606,Nyarugenge,SectorD,Agricultural,R3,556,3.206264510190561,74.7627758472125,5.488075547234635,0.834931984828641
3/07/05/01/2607,Nyarugenge,SectorC,Agricultural,R1,755,11.945949552863414,87.31095233850039,2.1645372361777975,0.46503867236853846
3/08/05/01/2608,Kicukiro,SectorB,Commercial,C1,1462,7.974060199096886,139.20042414987114,0.13505024885140327,0.5164803798846787
3/09/05/01/2609,Gasabo,SectorD,Mixed-use,R3,1298,3.908221150824894,183.34598605825008,6.058306759854071,0.8193777529248105
3/00/05/01/2610,Huye,SectorA,Agricultural,C1,546,14.276572162506273,165.23017149339734,4.596125924002511,0.7547129847051408
3/01/05/01/2611,Rubavu,SectorC,Mixed-use,R1,960,3.2676539887309044,252.02940570285554,11.952181780203812,0.3221859155629672
3/02/05/01/2612,Rubavu,SectorC,Commercial,R3,1005,11.386136041212293,215.63079901443587,4.420349781590626,0.6406530603605642
3/03/05/01/2613,Nyarugenge,SectorD,Commercial,C2,1173,10.2066372905684,155.9406432205972,0.4288381490957255,0.25280514650394603
3/04/05/01/2614,Nyarugenge,SectorB,Commercial,C1,619,7.862820419787736,77.67956259525465,7.6101529848332445,0.3134798575353937
3/05/05/01/2615,Gasabo,SectorC,Agricultural,A1,676,11.24458452222,57.232020550858245,6.505438755123536,0.6962702443550397
3/06/05/01/2616,Musanze,SectorA,Residential,R3,878,3.6823292955819227,283.29701710345154,6.0215724299829745,0.6227191867211893
3/07/05/01/2617,Nyarugenge,SectorA,Agricultural,R1,1143,9.017331048606497,53.27294713021634,11.652935292541677,0.8885757645868544
3/08/05/01/2618,Gasabo,SectorB,Agricultural,C1,1202,12.925707622666607,68.81439086059675,7.587497694849035,0.9728096769020844
3/09/05/01/2619,Rubavu,SectorC,Agricultural,C2,884,3.46997375243362,217.88927209782645,9.270762125030584,0.2732413886009969
3/00/05/01/2620,Huye,SectorC,Mixed-use,C2,1435,1.7546646295786856,85.84063353375359,11.1189638477171,0.9377997610003004
3/01/05/01/2621,Nyarugenge,SectorC,Mixed-use,C1,1460,12.93890147284186,231.31016513225137,5.104161932532855,0.2016090114763486
3/02/05/01/2622,Nyarugenge,SectorB,Residential,R1,385,12.857980396601757,101.7271719979577,10.529172368618823,0.23608720502826888
3/03/05/01/2623,Nyarugenge,SectorC,Agricultural,R1,1156,14.538775645196342,140.95997662442363,12.372544157306372,0.759755760765892
3/04/05/01/2624,Nyarugenge,SectorA,Agricultural,C2,775,14.76880475868243,64.61079778501698,2.2295633349309925,0.4823626652438221
3/05/05/01/2625,Huye,SectorC,Residential,A1,1039,14.744914445891851,242.93084126414044,0.15306280927867788,0.4302674722412094
3/06/05/01/2626,Huye,SectorA,Mixed-use,C2,1136,4.427158870174138,5.8243432270134745,13.67940252966807,0.6983496464264503
3/07/05/01/2627,Kicukiro,SectorD,Residential,A1,811,13.446504617864822,138.94925061794356,4.158375111328234,0.9331303344803421
3/08/05/01/2628,Gasabo,SectorB,Commercial,C1,603,11.415914609509983,96.26322580521177,8.427695620788038,0.9292828142876985
3/09/05/01/2629,Rubavu,SectorA,Commercial,A1,458,11.60278492941572,19.930198023366177,8.30227430376492,0.4359409070762501
3/00/05/01/2630,Musanze,SectorD,Mixed-use,R1,493,8.317703911151387,232.7199731107626,1.901342934381226,0.9255283454636689
3/01/05/01/2631,Huye,SectorD,Residential,R1,825,5.647677330257264,265.8303442607114,11.815630963296282,0.7007121724310621
3/02/05/01/2632,Huye,SectorA,Mixed-use,R1,514,5.7403629595609384,239.3792251230488,11.849648700927006,0.9620814893945295
