upi,district,sector,land_use,zoning,area_m2,distance_to_cbd_km,distance_to_paved_road_m,slope_deg,amenities_score,sale_price,price_per_m2
3/06/05/01/1526,Rubavu,SectorB,Commercial,R3,445,7.741552267752041,161.76057897583914,4.541213557068487,0.5956944120880259,26949657.20805849,60561.02743383931
3/03/05/01/0513,Huye,SectorC,Agricultural,C1,1125,8.716239466829208,134.26269090826162,12.58770592470448,0.3285436677694762,24620260.87482935,21884.676333181644
3/00/05/01/2170,Gasabo,SectorB,Residential,R1,1405,11.11226061061354,245.4468272513699,12.80325341937475,0.26181738101374163,88706895.62915973,63136.5805189749
3/07/05/01/4377,Kicukiro,SectorC,Mixed-use,R1,1345,3.5756046504136716,158.43027957562816,7.44002145107498,0.3702505807692531,99349699.29944985,73865.9474345352
3/05/05/01/4545,Nyarugenge,SectorB,Residential,R3,748,10.568706097893928,284.84676545508654,3.0286675829011274,0.8957640755189071,64077521.89569666,85665.1362241934
3/06/05/01/0966,Kicukiro,SectorB,Agricultural,R2,452,3.7940026225431422,16.146429445725502,9.650545876046408,0.41000823238653256,17635426.178995073,39016.429599546624
3/02/05/01/2522,Nyarugenge,SectorB,Residential,R3,652,10.920449340769363,14.708685101707081,4.442614719024036,0.8967365286799189,56153960.42044197,86125.70616632204
3/03/05/01/0963,Gasabo,SectorD,Commercial,A1,1319,7.798830276449758,212.73178907743352,0.4468575604893327,0.2078235042446095,112215767.63312884,85076.39699251618
3/02/05/01/3422,Kicukiro,SectorC,Mixed-use,R3,406,4.504598213228451,228.73100617598342,4.489093391160462,0.8451202881050639,33054933.40548764,81416.09213174296
3/04/05/01/1064,Huye,SectorD,Mixed-use,R2,1248,11.287907286994415,94.84973305512769,2.6405952323245603,0.829220709682873,57645887.318991266,46190.61483893531
3/00/05/01/3650,Gasabo,SectorB,Mixed-use,A1,1363,2.8933709987437837,78.99775861790579,10.234236069031654,0.5087428130345312,107317629.215609,78736.33838269186
3/01/05/01/1331,Nyarugenge,SectorB,Commercial,A1,211,8.636393735494888,285.27040080565484,2.691678563712796,0.22033654814361991,21402807.563476983,101435.10693590988
3/08/05/01/1848,Gasabo,SectorB,Residential,A1,1356,9.774877636647226,168.2711342178559,14.416558124558048,0.3494675999475355,87923982.40550753,64840.69498931234
3/05/05/01/4475,Musanze,SectorB,Residential,R3,759,10.020890703867494,45.64995799325402,3.349848582602574,0.9205723233615277,33870416.10478735,44625.05415650507
3/08/05/01/0298,Musanze,SectorB,Commercial,R3,446,2.817570285324046,207.62399431413357,1.3954572969004082,0.22349132728191387,23520441.598251797,52736.41613957802
3/02/05/01/0922,Nyarugenge,SectorC,Residential,A1,1194,4.812415560535159,39.66304286265013,3.779973324661076,0.9366051608437871,104375709.71847302,87416.84231027891
3/02/05/01/2322,Rubavu,SectorA,Commercial,R2,1055,13.87908624493953,17.371714219257314,5.9337316787414505,0.9974519808567599,68610185.9470251,65033.3516085546
3/03/05/01/4293,Kicukiro,SectorB,Agricultural,C2,409,3.2280093113860415,253.9255184288865,0.6692082015585699,0.4139552969898633,15966520.152773425,39037.946583798104
3/09/05/01/0509,Musanze,SectorA,Residential,C2,1496,5.115287414236565,74.93998901261533,14.227544148272921,0.9557325857368761,67230729.51020287,44940.327212702454
3/02/05/01/3172,Musanze,SectorA,Residential,R3,817,12.43194093634933,295.72140006066525,14.04757471352768,0.4849577311351425,32934590.36704436,40311.61611633337
3/00/05/01/2580,Musanze,SectorC,Mixed-use,R1,243,12.963071292454806,171.36410783931888,9.736429104561319,0.44579380059965934,11207688.058034329,46122.17307833057
3/04/05/01/4934,Rubavu,SectorD,Agricultural,A1,406,10.13870621820628,116.26932260482937,3.050109805750992,0.9186067198830632,11572899.53255403,28504.678651610913
3/07/05/01/2307,Nyarugenge,SectorB,Residential,R2,1375,4.793352242121502,41.35984390072741,2.2458834621928547,0.8261303415168866,118536456.56152941,86208.33204474866
3/03/05/01/2083,Rubavu,SectorA,Residential,C2,789,6.84276469224,259.4131743795816,3.194093214485142,0.5124595020739751,34373694.82824727,43566.15314099781
3/07/05/01/4977,Gasabo,SectorA,Agricultural,C2,407,7.817059879960853,143.58013121738082,13.24060268752413,0.8970051306241373,17723379.8712481,43546.38789004447
3/04/05/01/1774,Musanze,SectorA,Mixed-use,C2,1384,14.186250702061537,255.71207142551114,12.67410063028162,0.9393734097948367,69258273.95628984,50042.105459747
3/03/05/01/1373,Gasabo,SectorB,Residential,A1,351,2.831793058883477,204.36443254410622,8.398247483654757,0.8317388910342045,25453419.387044773,72516.86435055491
3/01/05/01/4151,Gasabo,SectorD,Commercial,R3,915,1.1072962796788184,189.74811720222328,8.630374425393583,0.45450977539265686,83254011.16280831,90987.99034186701
3/00/05/01/4250,Nyarugenge,SectorA,Residential,R3,383,1.154967792960651,27.718926056063385,5.450461930205564,0.9995167039194797,34041433.13420185,88881.02646005704
3/09/05/01/0199,Gasabo,SectorC,Commercial,C1,689,6.5633058385016145,146.5696390696616,10.289516039744761,0.2139038321483837,59097651.636155926,85773.07929775896
3/09/05/01/0739,Nyarugenge,SectorB,Commercial,C2,254,14.833737063364895,148.14298445078006,2.687458774352263,0.9129120734348075,29285451.283593956,115297.052297614
3/02/05/01/1842,Musanze,SectorC,Residential,A1,263,3.554668635389211,185.96994085622086,6.179395198436983,0.7230396074668934,11428729.228269618,43455.24421395292
3/07/05/01/4927,Kicukiro,SectorA,Mixed-use,C2,1089,4.175058325348964,149.56379635443125,5.458401830030355,0.39610914900181515,80040988.6096729,73499.53040374003
3/05/05/01/4035,Gasabo,SectorD,Residential,R1,554,11.141814568508604,238.97709803408952,3.5143111423453743,0.4964051947215157,36831243.6376882,66482.38923770432
3/03/05/01/1513,Musanze,SectorB,Residential,R1,605,5.917038274938832,251.9857998570605,1.0019561589325798,0.9538748061370861,26985046.176507205,44603.38210992926
3/07/05/01/1737,Musanze,SectorD,Agricultural,R1,1441,14.4503297445926,40.38708128571662,11.068650804974837,0.3026884903161583,33772172.38840721,23436.622059963363
3/01/05/01/0001,Huye,SectorD,Agricultural,R3,969,11.107982811735546,281.8730491596463,0.011681487615214925,0.993769247432974,24156933.280614037,24929.755707548025
3/03/05/01/0773,Musanze,SectorA,Residential,C2,248,10.049703253193247,140.21722643076032,7.9306097982607895,0.22750148668138018,9602927.226604728,38721.480752438416
3/04/05/01/4754,Rubavu,SectorD,Commercial,R3,1389,10.397928091967213,103.37779232199898,8.58837258372782,0.4395640850090435,80546186.4066112,57988.61512355018
3/01/05/01/0101,Gasabo,SectorA,Commercial,C1,997,12.551857473699162,59.989471102502506,3.5353761909749966,0.7070068509761418,93480215.50000285,93761.50000000285
3/03/05/01/3313,Huye,SectorC,Residential,C2,342,7.341060188028342,11.468296787732353,6.675679249722981,0.9907237537247571,14382518.469539324,42054.14757175241
3/09/05/01/0219,Kicukiro,SectorC,Residential,C1,249,11.247412946198883,256.09640695156736,10.071370042959217,0.8476239806147534,17354788.384450357,69697.94531907774
3/00/05/01/3780,Musanze,SectorB,Agricultural,A1,1462,3.9972245602392986,280.36479682587657,13.213799931896288,0.35931769321609314,35050127.221031316,23974.095226423608
3/03/05/01/2073,Rubavu,SectorA,Commercial,R1,908,5.324884894329573,139.07982757079202,10.716727409090927,0.5219445805182336,54028551.787806995,59502.81033899449
3/04/05/01/2694,Rubavu,SectorB,Agricultural,C2,717,12.36174102948948,162.40873711718882,5.041823037519731,0.4655932507389669,18622203.411697075,25972.38969553288
3/00/05/01/4240,Nyarugenge,SectorD,Mixed-use,C2,1100,8.608758182597299,299.7424323014617,13.303789316209794,0.2469286652803919,95463399.81975678,86784.90892705161
3/09/05/01/3239,Huye,SectorA,Agricultural,C1,1232,10.08156262865927,214.6439262347227,9.657948525156453,0.8160091119218256,29472240.68922176,23922.27328670597
3/09/05/01/3549,Nyarugenge,SectorC,Residential,R2,755,1.9050498747496216,31.864861422452417,2.1481073327990585,0.7699437861479577,64782307.05159386,85804.38020078657
3/05/05/01/0145,Kicukiro,SectorA,Agricultural,C2,1331,4.2614326465508725,12.198230559178716,13.051483108513949,0.2170155286803097,49655993.790762246,37307.28308847652
3/01/05/01/2801,Musanze,SectorD,Commercial,C2,883,4.760584698536711,50.589122418599075,8.007175713875172,0.7999866536242548,52735175.5552657,59722.73562317747
3/08/05/01/0128,Gasabo,SectorB,Commercial,R3,327,3.5494999435021652,148.0096183093521,7.686864838228824,0.7933495553829324,31753062.84564202,97104.1677236759
3/03/05/01/3093,Huye,SectorB,Commercial,C1,600,6.131376021548418,42.37372962703178,2.5193130655112137,0.9362882511310882,34116153.885016,56860.25647502667
3/09/05/01/3539,Kicukiro,SectorA,Residential,C1,1195,6.05451809532657,173.2932385353691,13.18308282534923,0.4263501863955975,76681616.5248846,64168.7167572256
3/00/05/01/0780,Nyarugenge,SectorD,Mixed-use,R2,322,10.062789881223276,42.86322835133497,9.7528074966848,0.9859860644809983,32528697.57389392,101020.79991892522
3/01/05/01/3671,Nyarugenge,SectorA,Commercial,R1,882,11.248869358970774,48.88672997616969,12.817985543786797,0.6948623326924049,97682192.49563478,110750.78514244306
3/06/05/01/2726,Musanze,SectorB,Residential,R1,974,3.388854398887286,69.825340405291,5.240770375047405,0.9415281509227069,44135575.04485786,45313.73207890951
3/05/05/01/1025,Gasabo,SectorB,Agricultural,R1,800,6.63739691555597,66.31389781879646,12.201103403470196,0.7942650211725522,34250161.764969915,42812.702206212394
3/07/05/01/0577,Musanze,SectorB,Commercial,C2,639,12.090676727223466,204.52651502245362,10.194497735927154,0.9567397152256694,38064495.04135349,59568.849829974155
3/04/05/01/0454,Gasabo,SectorC,Mixed-use,R2,374,11.550324830440541,65.08180564294204,4.913282477701986,0.637348204079431,29755759.024085324,79560.85300557573
3/09/05/01/0069,Gasabo,SectorD,Agricultural,R3,701,1.4524233155351065,87.53023461483899,6.168100813082794,0.6822255056186388,29933234.76410116,42700.762858917486
3/04/05/01/2444,Gasabo,SectorD,Agricultural,R2,1054,4.216285157659399,36.65900483983444,2.094575988448684,0.6100671735473866,44187095.93610237,41923.24092609333
3/08/05/01/3008,Rubavu,SectorA,Commercial,C2,1033,11.20266041665337,35.7303643653013,12.473044297640305,0.7457414669596041,64463744.93801481,62404.39974638414
3/04/05/01/2514,Huye,SectorB,Commercial,R2,580,9.00992846031495,43.31838375813285,12.610222629263733,0.8295677463713576,31726739.870603327,54701.27563897125
3/09/05/01/4599,Nyarugenge,SectorA,Residential,R1,228,3.152441609722464,29.092025665208602,4.782950396684683,0.5485172966425387,18725967.28235155,82131.4354489103
3/04/05/01/2134,Kicukiro,SectorD,Agricultural,C1,789,5.884069354783824,249.8258191411528,13.389842930032207,0.34946752503566647,29985489.686382428,38004.422923171645
3/04/05/01/1674,Kicukiro,SectorB,Commercial,A1,487,3.630459303815197,82.07977129936717,11.270576558032541,0.4960464288369282,43481565.01637791,89284.52775436942
3/04/05/01/1934,Gasabo,SectorD,Residential,R2,574,13.270798583223117,256.3811713370703,14.473244912457798,0.665107916269209,39206537.62341947,68304.07251466806
3/04/05/01/2714,Nyarugenge,SectorA,Agricultural,C2,536,6.577058007734361,247.36856663831506,12.660844991807036,0.7895836765769213,26992938.018503245,50359.95898974486
3/04/05/01/0244,Huye,SectorA,Commercial,C2,709,4.480123608009189,44.47210220244917,6.2787093243590295,0.8322701886881185,39345002.45805021,55493.65649936559
3/04/05/01/4024,Kicukiro,SectorB,Agricultural,R2,1030,2.8727112107153396,66.3708171577517,13.258351366502062,0.8974208072801895,43709835.24971873,42436.73325215411
3/09/05/01/1149,Huye,SectorB,Commercial,R1,518,7.546245278982735,263.10712465278806,12.162421700434063,0.9847890422389465,29153827.396176122,56281.52006983807
3/09/05/01/4449,Musanze,SectorA,Mixed-use,R3,669,11.107077675061259,205.96361542194978,13.047195275984427,0.816158564675636,33338722.99712421,49833.66666236803
3/06/05/01/0476,Rubavu,SectorA,Agricultural,A1,887,12.573128804448967,271.4126497235788,14.00356625186472,0.8410783934990469,24481140.115359493,27599.932486312842
3/03/05/01/3503,Kicukiro,SectorA,Mixed-use,R1,919,9.007396658157667,37.89942208144701,6.482331826629528,0.42437397674898114,67996412.35249142,73989.5673041256
3/01/05/01/4131,Musanze,SectorB,Residential,R1,718,10.49667361592867,182.5027639733931,2.5072031248966447,0.9076007706121272,31386226.63049186,43713.407563359135
3/00/05/01/0030,Gasabo,SectorD,Agricultural,R3,669,4.712833147544156,76.97694479682966,14.595158321286684,0.5144781797334084,27236767.573289536,40712.65706022352
3/05/05/01/4125,Kicukiro,SectorD,Mixed-use,C2,546,12.694947216015658,214.80817474796817,3.912603397537604,0.5160352485568003,40836303.64606188,74791.76491952725
3/07/05/01/0047,Gasabo,SectorB,Commercial,C2,222,1.6728249387584722,284.99799081945883,13.300205809470713,0.4087148986733712,19941430.611924794,89826.26401767925
3/07/05/01/0847,Kicukiro,SectorB,Residential,C2,981,9.138494276150746,28.284307236331635,2.8750697824541147,0.5796354801268451,65485486.1747352,66753.80853693701
3/05/05/01/4135,Rubavu,SectorD,Commercial,C1,1182,14.189540725230888,32.76288886107704,7.30580427423372,0.3212761627684276,66867406.36060319,56571.409780544156
3/05/05/01/4665,Musanze,SectorD,Mixed-use,C1,1383,2.267817513185369,214.62321364766748,5.785721814043167,0.9302190143390163,71819036.8824933,51929.88928596768
3/01/05/01/1371,Gasabo,SectorD,Residential,R3,1167,8.029842972873453,10.903458470488562,3.792824681438382,0.6139210318599729,80461339.02050656,68947.16282819757
3/03/05/01/1783,Gasabo,SectorD,Mixed-use,R2,403,8.84378105835762,29.97946579659352,13.556186559134126,0.925693935344106,33662842.33163049,83530.62613307814
3/02/05/01/4702,Gasabo,SectorB,Commercial,A1,1325,2.945942377910633,89.86190606995787,1.9395495314466271,0.5924345249253782,123629890.65238757,93305.57785085855
3/07/05/01/3947,Nyarugenge,SectorA,Residential,C2,687,7.299649434089948,88.85926443339288,10.926319470506662,0.588544176575631,55835619.78210431,81274.55572358707
3/09/05/01/0869,Kicukiro,SectorC,Agricultural,C2,1265,4.619801690963443,104.4776846698543,6.033906205253131,0.2409794371234506,47191431.66634498,37305.47957813832
3/03/05/01/4893,Nyarugenge,SectorA,Agricultural,R3,205,12.28528600018305,185.51910276499234,12.381187589289224,0.40376286588004107,9420737.737833207,45954.81823333272
3/08/05/01/3998,Nyarugenge,SectorB,Residential,C2,373,6.194117418907071,54.25695418392087,4.110643378898944,0.3911732268708772,29329303.76254581,78630.84118644989
3/03/05/01/2313,Kicukiro,SectorC,Agricultural,R2,422,10.995375925388723,185.5538884990379,6.407717436125576,0.39122050944293535,16143566.1316645,38254.89604659834
3/04/05/01/0604,Gasabo,SectorC,Commercial,R2,798,5.559587228895345,121.2701338008753,9.050012943180521,0.8413474345530441,77966927.81361158,97702.91705966364
3/07/05/01/2527,Musanze,SectorA,Mixed-use,R2,866,11.013210056868175,287.34643309252954,10.364612267273458,0.9095471437673628,43743180.36617655,50511.75561914151
3/01/05/01/0891,Musanze,SectorD,Mixed-use,R1,1499,13.823089475156152,186.55816901339978,2.8903664203945194,0.6851088935864422,72638817.22850457,48458.183608075095
3/09/05/01/1619,Huye,SectorD,Commercial,R1,726,4.118482783831855,104.60856979627715,7.355256615834913,0.4535084417378166,37227721.49495359,51277.85329883414
3/08/05/01/3058,Gasabo,SectorC,Commercial,C1,1139,4.180735805627845,103.14991667005032,0.47351244614821986,0.6863232994377182,108606144.80946061,95352.19035071168
3/07/05/01/2777,Gasabo,SectorA,Agricultural,C2,863,14.940475178833415,269.6628474741464,4.3876154254359525,0.6328567366388931,35058107.15665361,40623.530888358764
3/01/05/01/0171,Musanze,SectorB,Mixed-use,R2,1386,1.435877160383159,197.2417134858861,5.527895155856417,0.8914865998717096,71395479.78547361,51511.89017710939
3/09/05/01/3109,Kicukiro,SectorD,Residential,R1,379,14.030391055939992,146.18563668580774,5.105800648627256,0.7934075815127712,26305732.35151766,69408.26477972997
3/01/05/01/1411,Rubavu,SectorB,Agricultural,A1,954,4.8379063406871365,64.78379198717715,6.632311706798742,0.2454724565699108,23920887.20995597,25074.305251526177
3/05/05/01/2395,Huye,SectorD,Residential,C1,1080,8.408442344545893,288.3415267104883,1.3445181723124167,0.7464399184236508,43220752.60470198,40019.21537472406
3/06/05/01/4366,Nyarugenge,SectorC,Agricultural,C1,1079,3.9890444170296604,299.2400721769214,10.463713634392985,0.8211147392531903,55049026.689730205,51018.560416802786
3/02/05/01/4062,Rubavu,SectorB,Mixed-use,C1,908,3.0822806631533393,230.38042952821337,9.493288500306193,0.8535168298175899,49740518.77581475,54780.30702182241
3/00/05/01/1940,Gasabo,SectorB,Mixed-use,R3,672,11.561070788575195,70.20536726384904,0.42152525426466303,0.9836911112791529,57088515.79877573,84953.14851008293
3/09/05/01/1829,Musanze,SectorB,Agricultural,R1,459,6.987700727626865,194.13024219033392,14.30358335752738,0.8716995966892487,12051990.583773311,26257.06009536669
3/01/05/01/1771,Nyarugenge,SectorD,Commercial,R3,283,8.530922437750402,217.04276527190757,3.2299579129309723,0.7775276591938434,32177546.290746927,113701.57699910575
3/09/05/01/4979,Nyarugenge,SectorD,Mixed-use,A1,985,11.394256023447957,125.6713374872245,1.627757808208622,0.3384429502287068,87709936.62029172,89045.62093430632
3/08/05/01/0898,Kicukiro,SectorD,Mixed-use,C1,1386,5.708840174018147,178.09069509536616,1.5435763251300094,0.7841041502211399,111759086.07287806,80634.26123584276
3/02/05/01/0192,Musanze,SectorA,Mixed-use,A1,703,9.11180859080901,200.4732773074545,1.4289226193193945,0.7216985964243503,34696244.01142273,49354.543401739305
3/03/05/01/0833,Nyarugenge,SectorD,Commercial,C2,1418,10.10158512786899,223.89662330452927,0.47269564623317384,0.2972842074784457,146104485.53563082,103035.60333965502
3/05/05/01/0975,Nyarugenge,SectorA,Mixed-use,A1,1154,14.063087142926031,261.8480831232246,6.327447532839801,0.7530414154681833,110063270.02131118,95375.45062505301
3/06/05/01/4756,Rubavu,SectorB,Agricultural,R3,727,11.673861575696085,138.64584342233684,3.4794506833771925,0.9357008569779466,20874213.172941618,28712.810416700988
3/06/05/01/0346,Rubavu,SectorA,Commercial,R3,675,1.8083747261684329,205.82298842334325,7.001731158467819,0.22756900754,38321274.71677633,56772.25883966863
3/04/05/01/1164,Kicukiro,SectorC,Commercial,R2,852,13.043546009595861,284.00647064108193,13.947877507508414,0.5051322750266852,73852065.45072977,86680.82799381428
3/02/05/01/0402,Musanze,SectorB,Mixed-use,R3,1332,5.942705482404233,268.757819247309,14.196847697256082,0.9140465819891797,67255551.42617579,50492.155725357195
3/04/05/01/4184,Kicukiro,SectorD,Agricultural,A1,916,5.04547146281935,125.78661853091424,6.357562273308732,0.7328166627780057,38101016.22096682,41594.99587441793
3/08/05/01/4318,Gasabo,SectorB,Mixed-use,C2,932,3.4950627224404602,246.59825395841838,7.53028309572723,0.26287581529279624,69073631.25043708,74113.33825154194
3/04/05/01/0894,Huye,SectorC,Commercial,A1,591,6.7913173301648975,226.2974457216073,10.40101280143566,0.9925141897377432,33170677.340070967,56126.3575974128
3/08/05/01/2358,Huye,SectorD,Agricultural,A1,809,8.153955087080794,28.348843180169652,8.81031946706984,0.22506996854138103,17567976.19129202,21715.66896327815
3/08/05/01/3658,Huye,SectorC,Residential,C2,1167,4.2171503725004005,101.35698878289298,12.791628062478438,0.5983508508097067,45743932.220426574,39197.88536454719
3/03/05/01/2923,Gasabo,SectorD,Commercial,R2,624,4.088586643569596,162.1266594884907,3.3645394023746187,0.4077403644711594,55926742.00607713,89626.1891123031
3/08/05/01/1538,Kicukiro,SectorB,Mixed-use,C1,1123,10.859979778309857,79.57862883300308,11.381603433809076,0.6488957934301947,86116483.51329099,76684.31301272572
3/00/05/01/1180,Kicukiro,SectorC,Commercial,R3,1409,5.329753560995735,39.47923437432702,14.787876606164062,0.44690611881916054,124009453.95467956,88012.38747670657
3/02/05/01/0202,Gasabo,SectorC,Agricultural,C2,716,14.486855659485586,80.31542479488739,9.924485255567202,0.9829050299204243,31512127.47840557,44011.35122682342
3/00/05/01/3740,Gasabo,SectorD,Agricultural,A1,863,14.894511102888627,119.07582443448459,6.979732117276514,0.8436893608202727,36710192.623028904,42537.882529581584
3/06/05/01/2246,Rubavu,SectorA,Mixed-use,R2,889,10.837786459441247,224.9966423453617,3.8020371186434083,0.9005594983540524,48108088.43551214,54114.83513555921
3/08/05/01/1688,Nyarugenge,SectorB,Agricultural,R2,1084,7.413157655460227,238.72553623261615,0.36199168038830387,0.6883294886084569,53890758.282375894,49714.72166270839
3/01/05/01/2221,Rubavu,SectorC,Commercial,R1,1272,8.427085401253603,169.1295914513964,7.410412393003033,0.5279045472022674,76149525.9727308,59865.97953831038
3/09/05/01/0639,Gasabo,SectorB,Residential,R3,684,2.9337541039634614,258.43796850584033,7.500873887866301,0.7399145624433239,48723448.53449859,71233.1118925418
3/04/05/01/0014,Gasabo,SectorD,Residential,C1,684,4.490091208084249,126.06296229551077,11.333267078145731,0.383038532393298,44976229.93040722,65754.72212047839
3/03/05/01/4553,Gasabo,SectorB,Agricultural,R3,1486,9.414305499951912,124.34355763646977,0.9820397176061707,0.9581765340920743,66132685.515044086,44503.82605319252
3/05/05/01/1415,Musanze,SectorC,Commercial,C2,606,5.728583819851208,212.3943514923688,3.3390545481185656,0.40896013701913037,33627007.986035995,55490.11218817821
3/09/05/01/3139,Gasabo,SectorA,Residential,R2,337,14.66777727046133,189.19586546727353,2.2776516846791344,0.237408011048933,21035409.011701,62419.611310685454
3/03/05/01/2903,Huye,SectorA,Mixed-use,R1,1164,13.687853354250946,228.27567707755654,14.721154805518587,0.8198113677857937,53311142.80661725,45799.950864791455
3/08/05/01/4598,Musanze,SectorC,Agricultural,R1,1415,3.8258673596119452,184.81875498547456,1.3641935958471145,0.756578424174527,36660890.88181697,25908.75680693779
3/04/05/01/0044,Rubavu,SectorD,Residential,C2,1096,14.368113929284718,222.67959042525172,8.31531078767101,0.6893765969874819,49069991.891645335,44771.89041208516
3/07/05/01/3327,Nyarugenge,SectorC,Residential,R1,907,14.300946723678106,202.8598943357096,6.1552113977500085,0.5826879698211972,72187042.03838101,79588.80048333078
3/07/05/01/1957,Rubavu,SectorA,Mixed-use,C2,496,10.052361973234586,108.46196028900404,4.100758771706679,0.6619194137064728,26009353.555376787,52438.21281325965
3/05/05/01/3665,Huye,SectorA,Mixed-use,A1,659,6.532597106930115,151.37866979699004,2.5473218657120973,0.7192482004571066,30201178.591630965,45828.79907682999
3/09/05/01/4089,Rubavu,SectorA,Commercial,R1,1184,14.264554385283052,270.80539884395085,10.520226635618252,0.6714888415968598,71603507.30715625,60475.93522563872
3/09/05/01/4759,Nyarugenge,SectorB,Mixed-use,R1,1374,4.4858250121170675,222.3355424282006,5.723051818800706,0.44936886276105653,125910824.35086209,91638.15454939016
3/01/05/01/3251,Kicukiro,SectorC,Commercial,R1,906,1.6628141036921593,35.740899073666135,2.134463681969763,0.20153256494319927,77279250.91240081,85297.1864375285
3/05/05/01/0035,Kicukiro,SectorC,Commercial,R2,885,2.3604709127907597,186.42713187625506,14.850807751563949,0.31206721218921923,75175845.89386816,84944.45863713916
3/07/05/01/2807,Rubavu,SectorB,Residential,R3,1184,5.587170418903,99.3515973711303,4.897414914948774,0.7383713384894526,54276960.801517315,45842.02770398422
3/04/05/01/1304,Nyarugenge,SectorD,Agricultural,C2,493,10.978805109236662,168.72667333867338,13.562868113286418,0.6817350155111066,24210960.341346886,49109.45302504439
3/07/05/01/2607,Nyarugenge,SectorC,Agricultural,R1,755,11.945949552863414,87.31095233850039,2.1645372361777975,0.46503867236853846,35794328.27420078,47409.70632344474
3/01/05/01/2171,Nyarugenge,SectorC,Residential,C2,1104,6.007479278280838,226.73108410234389,9.307031190772161,0.567835210619889,88836756.95117633,80468.07694852928
3/03/05/01/1743,Kicukiro,SectorA,Agricultural,C2,630,5.456163401666699,113.56633348457157,5.633833110148859,0.9834800194591142,27349319.936561354,43411.61894692278
3/00/05/01/0700,Nyarugenge,SectorB,Commercial,C2,1274,3.684307043463731,168.87169765004126,8.75878933891703,0.36559488099604653,135126815.3084122,106065.00416672857
3/05/05/01/0805,Musanze,SectorD,Commercial,A1,1282,10.599124489712791,71.75181357242307,1.9771024484501902,0.9096341955575695,77228903.47408654,60240.954347961415
3/00/05/01/0050,Nyarugenge,SectorC,Residential,C1,1391,13.674908987384892,62.75838476284245,1.0404195131274818,0.28062240110194137,106345210.35259107,76452.34389115102
3/01/05/01/3811,Rubavu,SectorA,Residential,A1,375,11.926552562169176,26.755969409523257,8.100209793889219,0.4220259793684217,16095251.753436489,42920.671342497306
3/02/05/01/0302,Gasabo,SectorC,Mixed-use,R2,1298,10.116066188343439,188.17392740613718,5.2856241991448165,0.873158042467808,106856837.07730576,82324.21962812463
3/01/05/01/3411,Rubavu,SectorD,Commercial,R2,484,11.860581068682865,196.33762617799732,9.177525818987712,0.7343780877354209,29462717.1404991,60873.38252169236
3/09/05/01/0359,Nyarugenge,SectorD,Mixed-use,A1,831,6.67143772338593,272.30274562908664,4.82243551871823,0.5811495890750333,77594991.73649901,93375.4413194934
3/01/05/01/4371,Huye,SectorC,Residential,C1,325,13.434839921025846,257.273123150345,2.522179147161181,0.928986762073873,13246848.270216027,40759.53313912624
3/09/05/01/4999,Rubavu,SectorD,Residential,R3,344,2.4129776503987843,278.37514781085883,13.089362280333708,0.4467933735881219,15030002.242805572,43691.86698489992
3/05/05/01/1105,Gasabo,SectorA,Mixed-use,R3,1396,7.868590062574787,255.3864376579877,10.590871719570462,0.5923635268158278,108622025.68927449,77809.47398945164
3/07/05/01/1667,Kicukiro,SectorB,Mixed-use,C2,903,1.9005317612659995,239.73121463808874,3.612052682319286,0.5684218649091011,69621679.2928351,77100.42003636224
3/09/05/01/3789,Rubavu,SectorA,Residential,A1,655,14.03759688133838,202.65238220603953,12.31040941779263,0.29289122859633426,27178978.120932218,41494.6230853927
3/08/05/01/1118,Kicukiro,SectorA,Mixed-use,C2,260,12.090659135853432,252.39342987842676,9.821636269263903,0.38274068184673615,18775506.44520609,72213.48632771573
3/03/05/01/0093,Rubavu,SectorB,Commercial,R1,958,1.7228966902431797,10.381532021366509,10.454421935496324,0.9978044278147156,63595755.53589225,66383.87842995016
3/00/05/01/3100,Huye,SectorB,Agricultural,C2,1427,14.77145008886939,61.076193688439965,6.7356708936972245,0.934592401828443,34989700.95678068,24519.762408395713
3/00/05/01/1520,Kicukiro,SectorB,Commercial,A1,1412,6.2495036870434095,189.62822713568457,11.903867958034853,0.42447217277949517,123421149.13771918,87408.74584824305
3/06/05/01/4556,Musanze,SectorB,Agricultural,R3,700,4.166054965203219,89.2741805363126,1.8550895618228753,0.43011590908738456,17304417.616009656,24720.59659429951
3/02/05/01/1462,Huye,SectorB,Commercial,A1,622,7.061545657986748,47.52002087687157,12.341250221476848,0.9448472247097601,34890740.06143658,56094.437397808004
3/04/05/01/1414,Nyarugenge,SectorB,Agricultural,R1,1414,9.247662303723311,217.6408133601001,3.6181016194203446,0.33451286871579766,65705797.92613395,46468.03247958554
3/01/05/01/4731,Huye,SectorD,Agricultural,C2,1256,11.789539417573202,182.6620914590535,4.708869805119131,0.7103538872718722,29452257.152339604,23449.24932511115
3/03/05/01/2193,Nyarugenge,SectorA,Residential,R1,463,12.719393025044633,63.77484522823593,3.0216594694452277,0.23362912175233658,34818876.620966144,75202.75728070442
3/08/05/01/0218,Gasabo,SectorB,Residential,R2,1183,6.754398577293866,252.7590843456825,13.500346850970168,0.4827371034421745,79178119.57365732,66929.94046801126
3/00/05/01/1040,Nyarugenge,SectorA,Agricultural,R1,819,5.334845340039841,200.80163640471184,9.986766022033065,0.42897944579199554,38753826.51314018,47318.46949101365
